Year,Month,Day,Hour(UTC),Minute(UTC),Second(UTC),Latitude (deg),Longitude (deg),Altitude (km),Cd,Aref (m2)
2022,2,3,19,0,33.142485,-38.2787852017578,79.205841644578,340.024653350648,33.2054282406302,15.7977876319332
2022,2,3,19,1,33.142427,-35.666212654171,82.6276766706207,341.16215613912,10.5474791334115,3.53128922047581
2022,2,3,19,2,33.14237,-32.9489769106872,85.8121836047955,342.003093733169,44.1204985890905,20.7270057776432
2022,2,3,19,3,33.142313,-30.1428599902262,88.7887472959078,342.554938158069,23.7938364339222,11.4728090174958
2022,2,3,19,4,33.142256,-27.2614440022471,91.5849019665342,342.826373784369,13.5429097155621,6.36121379974264
2022,2,3,19,5,33.142199,-24.316446860236,94.2260612146002,342.827100526838,41.2790157766625,19.3921328878273
2022,2,3,19,8,33.142027,-15.1955006651354,101.442579647352,341.310467575528,36.4536189644366,17.079016626575
2022,2,3,19,9,33.14197,-12.0862891341829,103.677696163369,340.334907312592,12.2476438491536,5.7705437967048
2022,2,3,19,10,33.141912,-8.95387773373795,105.856594307425,339.14218576074,11.3221074683993,4.96520792731406
2022,2,3,19,11,33.141204,-5.8042912953148,107.994976022502,337.749326575342,30.689801256552,14.5632889808529
2022,2,3,19,12,33.141145,-2.64301256451441,110.10801656475,336.153080748986,14.8563880839439,7.19451409914472
2022,2,3,19,13,33.142169,0.524555784926905,112.210343696357,334.368647490958,19.788317347593,9.58530196872107
2022,2,3,19,16,33.141536,10.0105118160153,118.597884657585,327.971506875688,36.4994104433699,17.3810858282928
2022,2,3,19,17,33.141077,13.1483065307164,120.803838726098,325.51799687589,22.548847835034,10.8786387074073
2022,2,3,19,18,33.14102,16.2638846938374,123.074815516189,322.914469120588,45.7717123577748,21.5782213618329
2022,2,3,19,19,33.140962,19.3503458306268,125.428358933682,320.166567909664,21.6929276462745,10.4430800310776
2022,2,3,19,20,33.140905,22.4000452664211,127.883491441755,317.27947789987,49.0323341587707,23.0527555051171
2022,2,3,19,21,33.140848,25.4043686079081,130.460986032675,314.257903131097,15.5049086362416,7.41990748084631
2022,2,3,19,22,33.140791,28.3534937316928,133.183631831427,311.106187953733,23.0734847970524,11.1421001459731
2022,2,3,19,23,33.140733,31.2361166388544,136.076446666889,307.828577711465,52.825718726236,24.7602917539396
2022,2,3,19,24,33.140676,34.0391391016219,139.166775956308,304.429243011434,44.8694893742633,21.1772778993274
2022,2,3,19,25,33.140619,36.7473217962856,142.484191700645,300.912854664096,11.4418132511288,5.16918893646564
2022,2,3,19,26,33.139501,39.3428928596883,146.060035285828,297.280474366979,19.5929749029389,9.48480071848591
2022,2,3,19,27,33.139307,41.8052978593243,149.926584666576,293.543156302469,16.4670093486438,7.82736851299454
2022,2,3,19,28,33.139168,44.1107319182967,154.115089605663,289.709205902369,27.8091017219327,13.3834507532196
2022,2,3,19,29,33.139111,46.2321688636691,158.653203019631,285.785474601276,45.7661694448124,21.6326338037764
2022,2,3,19,30,33.139054,48.139478402361,163.560888345315,281.779925255298,51.9609644819457,24.4089403632119
2022,2,3,19,33,33.138808,52.247644152871,-179.528824899644,269.383824258002,52.7584778076757,24.7882218339556
2022,2,3,19,34,33.141379,52.9730299727895,-173.287594621042,265.170275268381,46.8965753997265,22.1700301265685
2022,2,3,19,35,33.13862,53.3344634361818,-166.87388579095,260.944238879678,40.6623277064635,19.3484068591279
2022,2,3,19,36,33.138354,53.3196830941856,-160.397210109739,256.724139149814,48.3585638173364,22.8452994353136
2022,2,3,19,37,33.1381,52.927700333804,-153.975595910516,252.530397924311,44.7625211575392,21.2131020878128
2022,2,3,19,38,33.138934,52.168975041527,-147.719940633908,248.385256868415,36.8215366657654,17.5608683400909
2022,2,3,19,39,33.137875,51.063929603571,-141.722526725378,244.313024890182,22.3296596600711,10.7863694340975
2022,2,3,19,40,33.139556,49.640079304716,-136.048523237129,240.338596477634,14.629366330064,7.08505436310697
2022,2,3,19,41,33.138999,47.9292858873755,-130.736159480972,236.489036532749,23.5224149725321,11.3784742853568
2022,2,3,19,42,33.137441,45.9646188128201,-125.79824310275,232.791206457777,44.6762977780556,21.148340482439
2022,2,3,19,43,33.137383,43.7782677955261,-121.228247825798,229.273417087027,49.1229556105325,23.1935239241775
2022,2,3,19,44,33.137327,41.4003703813642,-117.006716857619,225.962355489841,39.272392795037,18.4996889428517
2022,2,3,19,45,33.137377,38.858109748666,-113.106137570237,222.886924085491,38.0214821420898,17.9340766497522
2022,2,3,19,46,33.137009,36.1755839405167,-109.495165415832,220.074429353687,38.5827992616513,18.1360951566982
2022,2,3,19,47,33.137619,33.3737622516959,-106.141313550007,217.551484123087,38.6389277596463,18.1583875758722
