Year,Month,Day,Hour(UTC),Minute(UTC),Second(UTC),Latitude (deg),Longitude (deg),Altitude (km),Cd,Aref (m2)
2022,2,5,6,9,33.097015,46.5939946640808,67.0804652534716,237.276925020211,5.85237026929051,1.51478118157502
2022,2,5,6,10,33.090371,44.4756196442367,71.7553439056714,233.689047219489,5.81447333820714,1.42039376828523
2022,2,5,6,11,33.090124,42.1569753936153,76.0761069487649,230.264124966915,5.81368777323858,1.46070730190755
2022,2,5,6,12,33.090062,39.6662597708313,80.0677455423116,227.030213039066,5.78469571172143,1.38713622658608
2022,2,5,6,13,33.091731,37.0283057026961,83.760781160876,224.015830719274,5.76519982546558,1.34388895263083
2022,2,5,6,14,33.089776,34.2651878245932,87.1871143737085,221.248278351493,5.74461537601161,1.29595242821096
2022,2,5,6,15,33.091348,31.3955689428076,90.3790873239021,218.752866847957,5.7452233013388,1.35457044814736
2022,2,5,6,16,33.090757,28.4361872482738,93.3668390826568,216.555015974092,5.75236785984517,1.42443105474369
2022,2,5,6,17,33.09672,25.4009010539064,96.1791684510735,214.678749620233,5.76436969304061,1.4933059413078
2022,2,5,6,18,33.090426,22.3031441146737,98.8413373824417,213.147196781764,5.85124231692388,1.7201711905137
2022,2,5,6,19,33.089444,19.1529868536194,101.378068682666,211.97789320605,5.98698102756937,1.9327832866048
2022,2,5,6,20,33.089061,15.9603956584437,103.811011436721,211.185947549031,6.11891614068909,2.09481067161039
2022,2,5,6,21,33.090156,12.7340904871241,106.160301062829,210.785139034262,6.1073525440224,2.10506274199291
2022,2,5,6,22,33.097098,9.48183504953824,108.444731162872,210.784693752426,5.97458423359957,1.93151506858644
2022,2,5,6,23,33.088676,6.21220011298191,110.680961743677,211.190143812353,5.78940618268722,1.55157451995473
2022,2,5,6,24,33.088582,2.93089333374032,112.886465207862,212.003463269386,5.72892896640985,1.24665607422434
2022,2,5,6,25,33.088539,-0.354910663035801,115.076934598811,213.222025914762,5.73681141304565,1.19893423536686
2022,2,5,6,26,33.088445,-3.63862066234926,117.26807898759,214.839850136152,5.83579015017165,1.58393432081001
2022,2,5,6,27,33.088192,-6.91365679296779,119.47560559065,216.847873184176,5.81577581002646,1.28007515309088
2022,2,5,6,28,33.088336,-10.1733554633125,121.715524396235,219.233052018006,5.87022925104039,1.53325485085513
2022,2,5,6,29,33.088892,-13.4107661588161,124.004395701452,221.977979482547,6.27887825660583,2.20702436807375
2022,2,5,6,30,33.088643,-16.6184789364171,126.359590169006,225.062442611005,7.26511275420977,3.03051165067495
2022,2,5,6,31,33.087764,-19.7885930107416,128.799677239258,228.463080431329,7.31943740371322,3.119379633664
2022,2,5,6,32,33.087694,-22.9125281045781,131.344721143744,232.154130866951,6.82929773733538,2.7398956059084
2022,2,5,6,33,33.087748,-25.9806369966819,134.016415374587,236.106508867082,6.15743208296068,1.94409763177939
2022,2,5,6,34,33.087476,-28.9820901573571,136.838411496836,240.289286259479,5.94683311872369,1.35741969062462
2022,2,5,6,35,33.087855,-31.9046578894995,139.836535870806,244.669577501941,6.12996065695706,1.78031718940532
2022,2,5,6,36,33.09515,-34.734568390535,143.039033171304,249.213660319238,6.30135950434628,2.06656099525311
2022,2,5,6,37,33.087152,-37.4546244533836,146.474433713135,253.884799177639,6.27233733650322,2.00319067087804
2022,2,5,6,38,33.086989,-40.0472791692938,150.174999543311,258.649846318939,6.16459864182072,1.78143577044174
2022,2,5,6,39,33.092837,-42.4910438154723,154.171673138496,263.474288178073,6.04134104883066,1.33314671677082
2022,2,5,6,50,33.085772,-51.9461360459688,-143.296455536396,311.281193439724,6.19692796634914,1.56420793246135
2022,2,5,6,51,33.088132,-50.7936828858772,-137.489953859685,314.500717388067,6.20896615242085,1.59767414753188
2022,2,5,6,52,33.085641,-49.3448370189932,-132.015849366949,317.461183901969,6.20798331265018,1.59588272618063
2022,2,5,6,53,33.087255,-47.6310730699636,-126.901044277123,320.156509261131,6.19624447752536,1.56107388760521
2022,2,5,6,54,33.085443,-45.6845666831444,-122.152028865803,322.580310256477,6.15931613356205,1.42884148000338
2022,2,5,6,55,33.085924,-43.535660186238,-117.757785302529,324.729937236358,6.15665888864082,1.4224612825508
2022,2,5,6,56,33.085443,-41.2124870862964,-113.697116402935,326.6056805871,6.16024631675407,1.44777407670203
2022,2,5,6,57,33.085051,-38.7400297161319,-109.942242992604,328.208532670951,6.13923850710733,1.36582066605451
2022,2,5,6,58,33.08721,-36.1401338985483,-106.462540132758,329.54269936965,6.14815698195455,1.41741832081665
2022,2,5,6,59,33.086487,-33.4320645852925,-103.227393089829,330.612891503053,6.13442103317248,1.36566086387345
2022,2,5,7,0,33.089874,-30.6319007888659,-100.206502632342,331.425130390992,6.07998567578489,1.34695152942775
2022,2,5,7,1,33.08757,-27.7542158747371,-97.3722170297869,331.98683999733,6.07284587033191,1.33965564680336
2022,2,5,7,2,33.089767,-24.8106882969744,-94.6980329121558,332.306331031133,6.06669538089206,1.33702410875784
2022,2,5,7,3,33.084427,-21.8124545655606,-92.1606367207509,332.39258373083,6.07039931828623,1.38817718633865
2022,2,5,7,4,33.084197,-18.768091588081,-89.7376999913348,332.254913441177,6.0506354915936,1.31440319818647
2022,2,5,7,5,33.084129,-15.6859669933402,-87.409499018887,331.903149587142,6.04977024834766,1.34195821253619
2022,2,5,7,6,33.083982,-12.573347659344,-85.1576897464447,331.346381871801,6.04266138023902,1.33412675681042
2022,2,5,7,7,33.083815,-9.43681500080375,-82.9652255341425,330.593473633814,6.03378103355429,1.3187359620752
2022,2,5,7,8,33.083693,-6.28245077772759,-80.8160904644881,329.653905410381,6.03260316280307,1.34307405747962
2022,2,5,7,9,33.083549,-3.11598063659938,-78.695034424759,328.535689820983,6.02555248845921,1.33742315865907
2022,2,5,7,10,33.088908,0.0573898582700656,-76.5870997242047,327.245915312378,6.03403535870242,1.40320684954932
2022,2,5,7,11,33.087362,3.2316000766474,-74.4781791893347,325.79144196516,6.03755197993099,1.4416039326139
2022,2,5,7,12,33.084652,6.40153180829809,-72.3534969307139,324.177758436176,6.02617219940028,1.41955097965766
2022,2,5,7,13,33.083154,9.56174275391304,-70.1980958929982,322.41044201035,6.04324119530409,1.49708198683342
2022,2,5,7,14,33.082853,12.7063912766093,-67.9965362733403,320.494804097148,6.02407101891627,1.46114326230176
2022,2,5,7,15,33.083344,15.8292137423416,-65.7325506331026,318.434823865291,6.04779526461231,1.54866307901476
2022,2,5,7,16,33.082739,18.9233092572217,-63.3888078320016,316.233949713621,6.05183568785115,1.57705692915708
2022,2,5,7,17,33.082577,21.9812213900677,-60.9464315289198,313.894950018779,6.04483393561568,1.57956143876999
2022,2,5,7,18,33.085596,24.9946159446023,-58.3847816343955,311.419823277052,6.05407929541878,1.61881261682283
2022,2,5,7,19,33.082216,27.95337980118,-55.6817906824506,308.810879966924,6.05258319738388,1.63798485535191
2022,2,5,7,20,33.082127,30.8469270374345,-52.8123556119434,306.069203255821,6.04464538357147,1.63891650201673
2022,2,5,7,21,33.082033,33.6622831571892,-49.7496328660468,303.196595721442,6.04999840082128,1.66543054103588
2022,2,5,7,22,33.081768,36.3845495261716,-46.4644063955197,300.195129633819,6.02231127348099,1.63016632652155
2022,2,5,7,23,33.082024,38.9964215659263,-42.9255511694564,297.067134368649,6.037369796318,1.67677684989958
2022,2,5,7,24,33.082062,41.4777272186412,-39.1010415616554,293.81586432274,6.05430270714736,1.73068525330673
2022,2,5,7,25,33.081412,43.8052113416075,-34.9594739194579,290.445558881874,6.02995871909893,1.697977952969
2022,2,5,7,26,33.081188,45.9524312535992,-30.4725625670114,286.961444293266,5.9966158492199,1.65398045983734
2022,2,5,7,27,33.080987,47.8897648511767,-25.6191786097282,283.370352356388,6.00464742271591,1.68503243134736
2022,2,5,7,28,33.080868,49.5850810904376,-20.3902979477754,279.680497996218,5.96097527379345,1.62105816028401
2022,2,5,7,29,33.081348,51.0049453599418,-14.7949153697705,275.902158029666,5.98463683147394,1.68329624730488
2022,2,5,7,30,33.082391,52.1165729616596,-8.86583696253897,272.047116723123,6.0388422137155,1.81120918920457
2022,2,5,7,31,33.080436,52.8905026916097,-2.6636756740474,268.129299830942,5.9578936347672,1.66945701144125
2022,2,5,7,32,33.080374,53.3038279432287,3.72493564177026,264.164016863808,5.9717473906611,1.7184058670823
2022,2,5,7,33,33.080489,53.3428220292327,10.1919953348846,260.168844747386,5.92530566420435,1.63770797660601
2022,2,5,7,34,33.079829,53.0049406012369,16.6203137500411,256.163157016956,5.90640633824272,1.61967538941232
2022,2,5,7,35,33.079758,52.2991005914934,22.897725338149,252.16782398739,5.90298124624029,1.63496762725197
2022,2,5,7,36,33.0795,51.2443729240648,28.9292955713924,248.205745110435,5.901735701681,1.65717439866813
